구분,단체이름,프로그램명,운영장소명,지원사업명,프로그램분야,프로그램대상,운영기간시작,운영기간종료,운영주소,시도,시군구,lat,lon
887,예술교육창작터 달집,폭싹 살았수다,1층 시청각실,꿈다락 문화예술학교,"미술,문학",노년,2025-07-04,2025-11-28,서울특별시 노원구 동일로204길 13,서울,노원구,37.6395138569616,127.067821262987
888,예술교육창작터 달집,"도서관 연계 프로그램 왁자지껄도서관-동글동글 연결고리,마음고리",,꿈다락예술문화학교,"미술,문학,연극/뮤지컬,무용",아동,,,노원구 동일로204길 13 노원평생학습관,서울,노원구,37.6395138569616,127.067821262987
889,예술교육창작터 달집,어린이는 무엇을 믿는가 무궁화 꽃이 피었습니다,,꿈다락예술문화학교,"미술,무용",아동,,,동작구 보라매로5길 28 동작구시설관리공단,서울,동작구,37.4938817761934,126.922659687269
890,예술교육창작터 달집,가족 예술나들이,1층 시청각실,꿈다락 문화예술학교,미술,,2025-07-20,2025-10-19,서울특별시 노원구 동일로204길 13,서울,노원구,37.6395138569616,127.067821262987
891,예술교육창작터 달집,와글와글 chat and play,,꿈다락예술문화학교,"연극/뮤지컬,융복합",아동,,,동작구 보라매로5길 28 동작구시설관리공단,서울,동작구,37.4938817761934,126.922659687269
892,예술교육창작터 달집,주말예술캠퍼스 별☆캠프,,꿈다락예술문화학교,"미술,무용",아동,,,노원구 동일로204길 13 노원평생학습관,서울,노원구,37.6395138569616,127.067821262987
893,소촌아트팩토리 꿈의 오케스트라 운영위원회,2024 꿈의 오케스트라 광산,소촌아트팩토리,2024 꿈의 오케스트라 '광산',음악,"아동,청소년",2024-04-02,2024-12-02,광주광역시 광산구 소촌로85번길 14-9,광주,광산구,35.152662301273,126.79088222594
894,사회적협동조합 삶은연극,독쟁이RPG,12호,장소기반형 문화예술교육,융복합,"아동,청소년,청년",2024-03-04,2024-11-30,인천광역시 미추홀구 인주대로174번길 25,인천,미추홀구,37.4549276710496,126.657377673834
895,현대마임연구소 제스튀스,AHA!몸놀이터-마임하고!BOOK하고!,전민복합문화센터,생애주기별문화예술교육,"연극/뮤지컬,융복합,기타",아동,2024-04-30,2024-09-10,대전광역시 유성구 문지로299번길 18,대전,유성구,36.3931040728676,127.406290674599
896,계명문화대학교 산학협력단,도란도란 기억찾기,달서구 치매안심센터,"2025 문화예술치유 프로그램 지원사업 마음치유, 봄처",공예,노년,2025-05-20,2025-09-30,대구광역시 달서구 와룡로 106,대구,달서구,35.8420849974245,128.53762471101
897,계명문화대학교 산학협력단,도란도란 기억찾기,서구 치매안심센터,"2025 문화예술치유 프로그램 지원사업 마음치유, 봄처",공예,노년,2025-05-19,2025-07-23,대구광역시 서구 북비산로71길 7,대구,서구,35.8801614806405,128.572399932114
898,계명문화대학교 산학협력단,도란도란 기억찾기,5층,"2025 문화예술치유 프로그램 지원사업 마음치유, 봄처",공예,노년,2025-06-16,2025-08-20,대구광역시 북구 성북로 49,대구,북구,35.8917149978509,128.588812987336
899,계명문화대학교 산학협력단,도란도란 기억찾기,남구보건소 5층,"2025 문화예술치유 프로그램 지원사업 마음치유, 봄처",공예,노년,2025-08-26,2025-11-06,대구광역시 남구 영선길 34,대구,남구,35.8538999391532,128.591523659931
900,동덕여자대학교 산학협력단,주말예술캠퍼스 춤추면 무하니?! (고등),,꿈다락예술문화학교,"무용,미디어",청소년,,,종로구 동숭길 126 동덕여자대학교 공연예술센터,서울,종로구,37.5837144185059,127.003342932879
901,동덕여자대학교 산학협력단,주말예술캠퍼스 춤추면 무하니?! (청년),,꿈다락예술문화학교,"무용,미디어",청년,,,종로구 동숭길 126 동덕여자대학교 공연예술센터 무용실,서울,종로구,37.5837144185059,127.003342932879
902,동덕여자대학교 산학협력단,주말예술캠퍼스 춤추면 무하니?! (중등),,꿈다락예술문화학교,"무용,미디어",청소년,,,종로구 동숭길 126 동덕여자대학교,서울,종로구,37.5837144185059,127.003342932879
903,차의과학대학교 산학협력단,서초숲행 소풍버스,4층 서초치매안심센터,"마음치유, 봄처럼",미술,노년,2024-05-09,2024-10-10,서울특별시 서초구 염곡말길 9,서울,서초구,37.4618240620617,127.050698964768
904,차의과학대학교 산학협력단,치유나무 마음의 숲 (하원초 wee클래스),하원초등학교 wee클래스,"마음 치유, 봄처럼",미술,아동,2024-04-29,2024-11-21,경기도 성남시 중원구 광명로 396,경기,성남시 중원구,37.4462543765459,127.170236199461
905,차의과학대학교 산학협력단,동작숲행 소풍버스,동작치매안심센터,"마음치유, 봄처럼",미술,노년,2024-05-14,2024-10-08,서울특별시 동작구 남부순환로 2025,서울,동작구,37.4764304412005,126.973622444693
906,차의과학대학교 산학협력단,치유나무 마음의 숲 (서정초 wee클래스),서정초 wee클래스,"마음 치유, 봄처럼",미술,아동,2024-04-29,2024-11-04,경기도 고양시 덕양구 소원로 251,경기,고양시 덕양구,37.6143410847384,126.848839387776
907,차의과학대학교 산학협력단,치유나무 마음의 숲 (상갈초 wee클래스),상갈초등학교 wee클래스,"마음 치유, 봄처럼",미술,아동,2024-05-14,2024-09-26,경기도 용인시 기흥구 금화로58번길 17,경기,용인시 기흥구,37.2642512867614,127.110997851078
908,차의과학대학교 산학협력단,강서숲행 소풍버스,강서치매안심센터,"마음치유, 봄처럼",미술,노년,2024-05-08,2024-10-02,서울특별시 강서구 화곡로 371,서울,강서구,37.5569557920247,126.852242114111
909,신백아동복지관 한울타리도서관,<KID 옴니버스> 제천시 어린이 극단,(신백동) 신백아동복지관,충북형 생애주기 문화예술교육지원사업,"문학,연극/뮤지컬,융복합","아동,청소년",2024-04-20,2024-11-09,충청북도 제천시 관전로2길 6,충북,제천시,37.1344552312806,128.229923994069
910,숙명여자대학교 늘봄창의가족센터,미술로 마음튼튼,"서울,인천 지역 늘봄학교",2024 늘봄학교 문화예술교육 지원사업,"음악,미술,융복합",아동,2024-03-08,2024-07-25,서울특별시 용산구 청파로47길 100,서울,용산구,37.5454740835781,126.965074376341
911,숙명여자대학교 늘봄창의가족센터,콩닥콩닥 학교로 떠나는 신나는 모험!,,2024 늘봄학교 문화예술교육 지원사업,"음악,미술,연극/뮤지컬,건축,융복합",아동,2024-03-05,2024-07-22,서울특별시 용산구 청파로47길 100,서울,용산구,37.5454740835781,126.965074376341
912,숙명여자대학교 늘봄창의가족센터,마음그림 이야기,제주 지역 늘봄학교,2024 늘봄학교 문화예술교육 지원사업,"음악,미술,융복합",아동,2024-03-11,2024-07-23,서울특별시 용산구 청파로47길 100,서울,용산구,37.5454740835781,126.965074376341
913,숙명여자대학교 늘봄창의가족센터,안녕? 1학년! 학교랑 놀자~ (처음이지만 괜찮아~),제주 지역 늘봄학교,2024 늘봄학교 문화예술교육 지원사업,"음악,미술,연극/뮤지컬,건축,융복합",아동,2024-03-13,2024-07-25,서울특별시 용산구 청파로47길 100,서울,용산구,37.5454740835781,126.965074376341
914,숙명여자대학교 늘봄창의가족센터,미술로 인사리,운영예정,2024 늘봄학교 문화예술교육 지원사업,"음악,미술,융복합",아동,,,서울특별시 용산구 청파로47길 100,서울,용산구,37.5454740835781,126.965074376341
915,숙명여자대학교 늘봄창의가족센터,비비작작 그리다 봄,제주 지역 늘봄학교,2024 늘봄학교 문화예술교육 지원사업,"음악,미술,연극/뮤지컬,융복합",아동,2024-03-11,2024-07-26,서울특별시 용산구 청파로47길 100,서울,용산구,37.5454740835781,126.965074376341
916,숙명여자대학교 늘봄창의가족센터,꽃밭에서,"서울,인천 지역 늘봄학교",2024 늘봄학교 문화예술교육 지원사업,"음악,미술,융복합",아동,2024-03-08,2024-07-22,서울특별시 용산구 청파로47길 100,서울,용산구,37.5454740835781,126.965074376341
917,숙명여자대학교 늘봄창의가족센터,뮤직 프리즘,"서울,인천 지역 늘봄학교",2024 늘봄학교 문화예술교육 지원사업,"음악,미술,융복합",아동,2024-03-11,2024-07-24,서울특별시 용산구 청파로47길 100,서울,용산구,37.5454740835781,126.965074376341
918,숙명여자대학교 늘봄창의가족센터,숲이 된 교실,서울 지역 늘봄학교,2024 늘봄학교 문화예술교육 지원사업,"미술,문학,융복합",아동,2024-03-05,2024-07-19,서울특별시 용산구 청파로47길 100,서울,용산구,37.5454740835781,126.965074376341
919,숙명여자대학교 늘봄창의가족센터,알록달록 자연과 함께 학교에서 놀자!,"서울,인천 지역 늘봄학교",2024 늘봄학교 문화예술교육 지원사업,"미술,문학,융복합",아동,2024-03-11,2024-07-26,서울특별시 용산구 청파로47길 100,서울,용산구,37.5454740835781,126.965074376341
920,숙명여자대학교 늘봄창의가족센터,"학교생활 첫걸음, 예술놀이와 함께해요!",서울 지역 늘봄학교,2024 늘봄학교 문화예술교육 지원사업,"미술,문학,융복합",아동,2024-03-13,2024-07-24,서울특별시 용산구 청파로47길 100,서울,용산구,37.5454740835781,126.965074376341
921,숙명여자대학교 늘봄창의가족센터,명화 속 스토리텔링을 통해 화가와 떠나는 상상의 모험!,서울 지역 늘봄학교,2024 늘봄학교 문화예술교육 지원사업,"미술,문학,융복합",아동,2024-03-05,2024-07-23,서울특별시 용산구 청파로47길 100,서울,용산구,37.5454740835781,126.965074376341
922,숙명여자대학교 늘봄창의가족센터,행학디 프로젝트 :우리는 행복한 학교 디자이너,운영예정,2024 늘봄학교 문화예술교육 지원사업,"미술,융복합",아동,,,서울특별시 용산구 청파로47길 100,서울,용산구,37.5454740835781,126.965074376341
923,숙명여자대학교 늘봄창의가족센터,무지개 빛 소리놀이,운영예정,2024 늘봄학교 문화예술교육 지원사업,"음악,미술,무용,융복합",아동,,,서울특별시 용산구 청파로47길 100,서울,용산구,37.5454740835781,126.965074376341
924,숙명여자대학교 늘봄창의가족센터,너의 목소리가 들려(그림책 음악놀이터),"서울,인천 지역 늘봄학교",2024 늘봄학교 문화예술교육 지원사업,"음악,미술,문학,무용,융복합",아동,2024-03-12,2024-07-24,서울특별시 용산구 청파로47길 100,서울,용산구,37.5454740835781,126.965074376341
925,숙명여자대학교 늘봄창의가족센터,세상의 모든 리듬,서울 지역 늘봄학교,2024 늘봄학교 문화예술교육 지원사업,"음악,연극/뮤지컬,무용,융복합",아동,2024-03-11,2024-07-23,서울특별시 용산구 청파로47길 100,서울,용산구,37.5454740835781,126.965074376341
926,숙명여자대학교 늘봄창의가족센터,문화예술로 만나는 너와 나의 세계,운영예정,2024 늘봄학교 문화예술교육 지원사업,"음악,미술,연극/뮤지컬,무용,융복합",아동,,,서울특별시 용산구 청파로47길 100,서울,용산구,37.5454740835781,126.965074376341
927,숙명여자대학교 늘봄창의가족센터,‘오늘이’와 함께 하는 말놀이?몸놀이: 음악극 프로젝트,제주 지역 늘봄학교,2024 늘봄학교 문화예술교육 지원사업,"음악,연극/뮤지컬,무용,융복합",아동,2024-03-11,2024-07-26,서울특별시 용산구 청파로47길 100,서울,용산구,37.5454740835781,126.965074376341
928,고서지역아동센터,자연 한스푼 예술 두스푼,,2025 문화예술교육 지원사업 예술누림(운영시설형),미술,아동,2025-05-27,2025-11-25,전라남도 담양군 고서면 원등1길 49-8,전남,담양군,35.2260954032021,126.972959704381
929,군산문화관광재단,[나를 살리는 몸] 내 몸의 움직임과 무용으로 힐링하기,JB문화공간 나운동,2024 예술로 어울림,"무용,융복합","청년,중장년,노년",2024-08-19,2024-10-28,전북특별자치도 군산시 해망로 146-24,전북특별자치도,군산시,35.98806483013,126.721014192684
930,군산문화관광재단,예술로 신혼부부 탄탄대로!,군산문화관광재단 2층,2025 생활밀착형 문화예술교육 지원사업 가가호호,융복합,"청년,중장년",2025-09-08,2025-09-17,전북특별자치도 군산시 서래로 22,전북특별자치도,군산시,35.9848799778213,126.721252502778
931,군산문화관광재단,꿈의 오케스트라,군산문화관광재단,꿈의 오케스트라,음악,"아동,청소년",2025-04-01,2025-12-31,전북특별자치도 군산시 서래로 22,전북특별자치도,군산시,35.9848799778213,126.721252502778
932,군산문화관광재단,할매랑 손주랑! 예술한스푼,군산문화관광재단 2층,2025 생활밀착형 문화예술교육 지원사업 가가호호,공예,"청년,노년",2025-08-02,2025-08-30,전북특별자치도 군산시 서래로 22,전북특별자치도,군산시,35.9848799778213,126.721252502778
933,군산문화관광재단,[해양 쓰레기 업] 군산  바닷가 쓰레기로 업사이클!,군산콘텐츠팩토리 2층 회의실,2024 예술로 어울림,"공예,미술,융복합,기타","청소년,청년,중장년,노년",2024-08-21,2024-11-06,전북특별자치도 군산시 해망로 146-24,전북특별자치도,군산시,35.98806483013,126.721014192684
